genes	hgnc_synonyms	hgnc_genes	phenotype	phenotypeInheritance	geneMimNumber	phenotypeMimNumber	chromosome	comments
FAAH	FA2H,FAAH	FAAH,FA2H	Drug addiction, susceptibility to	None	602935	606581	1	NA
TAL1|TCL5|SCL	TAL1|TAL1|KRT7,SCLY,TAL1	KRT7,SCLY,TAL1	Leukemia, T-cell acute lymphocytic, somatic	None	187040	613065	1	proximal to MYCL1
STIL|SIL|MCPH7	STIL|PMEL,STIL|STIL	STIL,PMEL	Microcephaly 7, primary, autosomal recessive	Autosomal recessive	181590	612703	1	within about 250kb of SCL
FOXE3|FKHL12|ASMD	FOXE3|FOXE3|PITX3	PITX3,FOXE3	Aphakia, congenital primary	Autosomal recessive	601094	610256	1	NA
FOXE3|FKHL12|ASMD	FOXE3|FOXE3|PITX3	PITX3,FOXE3	Anterior segment mesenchymal dysgenesis	Autosomal dominant	601094	107250	1	NA
ELAVL4|HUD|PNEM	ELAVL4|ELAVL4|ELAVL4	ELAVL4	Neuropathy, paraneoplastic sensory	None	168360	NA	1	NA
PARK10|AAOPD	PARK10|PARK10	PARK10	Parkinson disease 10	None	606852	606852	1	max lod at D1S2652; ?associated with CDCP2
SCA37	SCA37	SCA37	Spinocerebellar ataxia 37	Autosomal dominant	615945	615945	1	between D1S200 and D1S2742
ORC1|ORC1L	ORC1,SLC25A15|ORC1	SLC25A15,ORC1	Meier-Gorlin syndrome 1	Autosomal recessive	601902	224690	1	NA
SCP2	CTDSP2,SCP2,SYCP2	SYCP2,SCP2,CTDSP2	Leukoencephalopathy with dystonia and motor neuropathy	None	184755	613724	1	NA
CPT2|IIAE4	CPT2|NA	CPT2	Encephalopathy, acute, infection-induced, 4, susceptibility to	Autosomal dominant; Autosomal recessive	600650	614212	1	formerly at 1p13
CPT2|IIAE4	CPT2|NA	CPT2	Myopathy due to CPT II deficiency	Autosomal recessive	600650	255110	1	formerly at 1p13
CPT2|IIAE4	CPT2|NA	CPT2	CPT II deficiency, lethal neonatal	Autosomal recessive	600650	608836	1	formerly at 1p13
CPT2|IIAE4	CPT2|NA	CPT2	CPT deficiency, hepatic, type II	Autosomal recessive	600650	600649	1	formerly at 1p13
LRP8|APOER2|MCI1	LRP8|LRP8|LRP8	LRP8	Myocardial infarction, susceptibility to	None	602600	608446	1	NA
DHCR24|KIAA0018	DHCR24|DHCR24	DHCR24	Desmosterolosis	Autosomal recessive	606418	602398	1	NA
BSND	BSND	BSND	Sensorineural deafness with mild renal dysfunction	Autosomal recessive	606412	602522	1	NA
BSND	BSND	BSND	Bartter syndrome, type 4a	Autosomal recessive	606412	602522	1	NA
PCSK9|NARC1|HCHOLA3|FH3|LDLCQ1	PCSK9|NA|PCSK9|PCSK9|NA	PCSK9	Low density lipoprotein cholesterol level QTL 1	None	607786	603776	1	NA
PCSK9|NARC1|HCHOLA3|FH3|LDLCQ1	PCSK9|NA|PCSK9|PCSK9|NA	PCSK9	Hypercholesterolemia, familial, 3	None	607786	603776	1	NA
C8A	C8A	C8A	C8 deficiency, type I	Autosomal recessive	120950	613790	1	NA
C8B	C8B	C8B	C8 deficiency, type II	Autosomal recessive	120960	613789	1	NA
TACSTD2|TROP2|M1S1	TACSTD2|TACSTD2|TACSTD2	TACSTD2	Corneal dystrophy, gelatinous drop-like	Autosomal recessive	137290	204870	1	NA
AIR	AIRN	AIRN	Acute insulin response	None	601676	601676	1	NA
AVSD1|AVCD	AVSD1|AVSD1	AVSD1	Atrioventricular septal defect, susceptibility to, 1	None	606215	606215	1	NA
DOCK7|KIAA1771|EIEE23	DOCK7|DOCK7|NA	DOCK7	Epileptic encephalopathy, early infantile, 23	Autosomal recessive	615730	615859	1	NA
ANGPTL3|ANGPT5|FHBL2	ANGPTL3|ANGPTL3|NA	ANGPTL3	Hypobetalipoproteinemia, familial, 2	Autosomal recessive	604774	605019	1	NA
FOXD3|AIS1|VAMAS2	FOXD3|AIS1|NA	AIS1,FOXD3	Autoimmune disease, susceptibility to, 1	None	611539	607836	1	NA
ALG6|CDG1C	ALG6|NA	ALG6	Congenital disorder of glycosylation, type Ic	Autosomal recessive	604566	603147	1	NA
PGM1|GSD14|CDG1T	PGM1|NA|NA	PGM1	Congenital disorder of glycosylation, type It	Autosomal recessive	171900	614921	1	distal to ACADM; formerly 1p22.1
DNAJC6|DJC6|KIAA0473|PARK19	DNAJC6|NA|DNAJC6|NA	DNAJC6	Parkinson disease 19, juvenile-onset	Autosomal recessive	608375	615528	1	NA
LEPR|OBR|LEPRD	LEPR|LEPR|NA	LEPR	Obesity, morbid, due to leptin receptor deficiency	None	601007	614963	1	NA
SLC35D1|UGTREL7|KIAA0260	SLC35D1|SLC35D1|SLC35D1	SLC35D1	Schneckenbecken dysplasia	Autosomal recessive	610804	269250	1	NA
IL23R|IBD17	IL23R|NA	IL23R	Psoriasis, protection against	None	607562	605606	1	NA
IL23R|IBD17	IL23R|NA	IL23R	Inflammatory bowel disease 17, protection against	None	607562	612261	1	NA
RPE65|RP20|LCA2	RPE65|RPE65|RPE65	RPE65	Retinitis pigmentosa 20	None	180069	613794	1	NA
RPE65|RP20|LCA2	RPE65|RPE65|RPE65	RPE65	Leber congenital amaurosis 2	Autosomal recessive	180069	204100	1	NA
SPG29	SPG29,SPG32	SPG32,SPG29	Spastic paraplegia 29, autosomal dominant	Autosomal dominant	609727	609727	1	max lod at D1S2865
CTH	CTH,VSIG2	VSIG2,CTH	Homocysteine, total plasma, elevated	None	607657	NA	1	previously assigned to chr.16
CTH	CTH,VSIG2	VSIG2,CTH	Cystathioninuria	Autosomal recessive	607657	219500	1	previously assigned to chr.16
TNNI3K|CCDD	TNNI3K|NA	TNNI3K	?Cardiac conduction disease with or without dilated cardiomyopathy	Autosomal dominant	613932	616117	1	mutation identified in 1 CCDD family
ACADM|MCAD	ACADM|ACADM	ACADM	Acyl-CoA dehydrogenase, medium chain, deficiency of	Autosomal recessive	607008	201450	1	NA
NEXN|NELIN|CMD1CC|CMH20	NEXN|NEXN|NA|NA	NEXN	Cardiomyopathy, hypertrophic, 20	Autosomal dominant	613121	613876	1	NA
NEXN|NELIN|CMD1CC|CMH20	NEXN|NEXN|NA|NA	NEXN	Cardiomyopathy, dilated, 1CC	None	613121	613122	1	NA
UOX	UOX	UOX	Urate oxidase deficiency	None	191540	NA	1	nonsense mutations responsible for absence of enzyme in man and hominoid primates
BCL10|IMD37	BCL10|NA	BCL10	Male germ cell tumor, somatic,	None	603517	273300	1	mutation identified in 1 IMD37 patient
BCL10|IMD37	BCL10|NA	BCL10	Lymphoma, follicular, somatic	None	603517	605027	1	mutation identified in 1 IMD37 patient
BCL10|IMD37	BCL10|NA	BCL10	Lymphoma, MALT, somatic	None	603517	137245	1	mutation identified in 1 IMD37 patient
BCL10|IMD37	BCL10|NA	BCL10	?Immunodeficiency 37	Autosomal recessive	603517	616098	1	mutation identified in 1 IMD37 patient
BCL10|IMD37	BCL10|NA	BCL10	Sezary syndrome, somatic	None	603517	NA	1	mutation identified in 1 IMD37 patient
BCL10|IMD37	BCL10|NA	BCL10	Mesothelioma, somatic	None	603517	156240	1	mutation identified in 1 IMD37 patient
ZNF644|MYP21	ZNF644|NA	ZNF644	Myopia 21, autosomal dominant	Autosomal dominant	614159	614167	1	NA
HFM1|MER3|POF9	HFM1|HFM1|NA	HFM1	Premature ovarian failure 9	Autosomal recessive	615684	615724	1	NA
DFNB32	DFNB32	DFNB32	Deafness, autosomal recessive 32	Autosomal recessive	608653	608653	1	max lod at D1S21401
GLML|GVM|VMGLOM	GLMN|GLMN|GLMN	GLMN	Glomuvenous malformations	Autosomal dominant	601749	138000	1	NA
GFI1|ZNF163|SCN2	GFI1|GFI1|NA	GFI1	Neutropenia, severe congenital 2, autosomal dominant	None	600871	613107	1	NA
GFI1|ZNF163|SCN2	GFI1|GFI1|NA	GFI1	Neutropenia, nonimmune chronic idiopathic, of adults	None	600871	607847	1	NA
RPL5|DBA6	RPL5|NA	RPL5	Diamond-Blackfan anemia 6	None	603634	612561	1	NA
GCLM|GLCLR	GCLM|GCLM	GCLM	Myocardial infarction, susceptibility to	None	601176	608446	1	NA
ABCA4|ABCR|STGD1|FFM|RP19|CORD3|ARMD2	ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4	ABCA4	Macular degeneration, age-related, 2	Autosomal dominant	601691	153800	1	NA
ABCA4|ABCR|STGD1|FFM|RP19|CORD3|ARMD2	ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4	ABCA4	Stargardt disease 1	Autosomal recessive	601691	248200	1	NA
ABCA4|ABCR|STGD1|FFM|RP19|CORD3|ARMD2	ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4	ABCA4	Retinitis pigmentosa 19	None	601691	601718	1	NA
ABCA4|ABCR|STGD1|FFM|RP19|CORD3|ARMD2	ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4	ABCA4	Retinal dystrophy, early-onset severe	Autosomal recessive	601691	248200	1	NA
ABCA4|ABCR|STGD1|FFM|RP19|CORD3|ARMD2	ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4	ABCA4	Fundus flavimaculatus	Autosomal recessive	601691	248200	1	NA
ABCA4|ABCR|STGD1|FFM|RP19|CORD3|ARMD2	ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4|ABCA4	ABCA4	Cone-rod dystrophy 3	None	601691	604116	1	NA
RP32	RP32	RP32	Retinitis pigmentosa 32	None	609913	609913	1	max lod at D1S485
WS2B	WS2B	WS2B	Waardenburg syndrome, type 2B	Autosomal dominant	600193	600193	1	NA
ABCD3|PXMP1|PMP70|CBAS5	ABCD3|ABCD3,PEX19|ABCD3|NA	PEX19,ABCD3	?Bile acid synthesis defect, congenital, 5	Autosomal recessive	170995	616278	1	mutation identified in 1 CBAS5 family
ALG14|CMS15	ALG14|NA	ALG14	?Myasthenic syndrome, congenital, 15, without tubular aggregates	None	612866	616227	1	mutation identified in 1 CMSWTA family
DPYD|DPD	DPYD|DPYD	DPYD	Dihydropyrimidine dehydrogenase deficiency	Autosomal recessive	612779	274270	1	NA
DPYD|DPD	DPYD|DPYD	DPYD	5-fluorouracil toxicity	Autosomal recessive	612779	274270	1	NA
AGL|GDE	AGL|NA	AGL	Glycogen storage disease IIIb	Autosomal recessive	610860	232400	1	NA
AGL|GDE	AGL|NA	AGL	Glycogen storage disease IIIa	Autosomal recessive	610860	232400	1	NA
SLC35A3|AMRS	SLC35A3|NA	SLC35A3	?Arthrogryposis, mental retardation, and seizures	Autosomal recessive	605632	615553	1	mutation identified in 1 family
SASS6|SAS6|MCPH14	SASS6|SASS6|NA	SASS6	?Microcephaly 14, primary, autosomal recessive	Autosomal recessive	609321	616402	1	mutation identified in 1 MCPH14 family
DBT|BCATE2	DBT|NA	DBT	Maple syrup urine disease, type II	Autosomal recessive	248610	248600	1	pseudogene on 3q24
GPR88|STRG|COCPMR	GPR88|NA|NA	GPR88	?Chorea, childhood-onset, with psychomotor retardation	None	607468	616939	1	mutation identified in 1 COCPMR family
MRT4	MRT4,MRTO4	MRT4,MRTO4	Mental retardation, autosomal recessive, 4	None	611107	611107	1	between D2S429 and D1S187
COL11A1|STL2	COL11A1|COL11A1	COL11A1	Stickler syndrome, type II	Autosomal dominant	120280	604841	1	NA
COL11A1|STL2	COL11A1|COL11A1	COL11A1	Marshall syndrome	Autosomal dominant	120280	154780	1	NA
COL11A1|STL2	COL11A1|COL11A1	COL11A1	Fibrochondrogenesis 1	Autosomal recessive	120280	228520	1	NA
COL11A1|STL2	COL11A1|COL11A1	COL11A1	Lumbar disc herniation, susceptibility to	None	120280	603932	1	NA
GPSM2|LGN|PINS|DFNB82|CMCS	GPSM2|GPSM2|NA|GPSM2|NA	GPSM2	Chudley-McCullough syndrome	Autosomal recessive	609245	604213	1	NA
SORT1|NT3|LDLCQ6	SORT1|SORT1,NT3|NA	SORT1,NT3	Low density lipoprotein cholesterol level QTL6	Autosomal dominant	602458	613589	1	NA
GNAI3|ARCND1	GNAI3|NA	GNAI3	Auriculocondylar syndrome 1	Autosomal dominant	139370	602483	1	NA
GNAT2|ACHM4	GNAT2|GNAT2	GNAT2	Achromatopsia-4	None	139340	613856	1	NA
AMPD2|SPG63|PCH9	AMPD2|AMPD2|NA	AMPD2	?Spastic paraplegia 63	Autosomal recessive	102771	615686	1	mutation identified in 1 SPG63 family
AMPD2|SPG63|PCH9	AMPD2|AMPD2|NA	AMPD2	Pontocerebellar hypoplasia, type 9	Autosomal recessive	102771	615809	1	mutation identified in 1 SPG63 family
ALX3|FND1	ALX3|NA	ALX3	Frontonasal dysplasia 1	Autosomal recessive	606014	136760	1	NA
SLC6A17|NTT4|MRT48	SLC6A17|NA|NA	SLC6A17	Mental retardation, autosomal recessive 48	Autosomal recessive	610299	616269	1	NA
RBM15|SPEN|OTT	RBM15|SPEN|RBM15	SPEN,RBM15	Megakaryoblastic leukemia, acute	None	606077	606077	1	NA
KCNA2|EIEE32	KCNA2|NA	KCNA2	Epileptic encephalopathy, early infantile, 32	Autosomal dominant	176262	616366	1	NA
DRAM2|TMEM77|CORD21	DRAM2|DRAM2|NA	DRAM2	Cone-rod dystrophy 21	Autosomal recessive	613360	616502	1	NA
KCND3|KCND3S|KCND3L|SCA19|SCA22|BRGDA9	KCND3|NA|NA|KCND3|KCND3|NA	KCND3	Spinocerebellar ataxia 19	Autosomal dominant	605411	607346	1	NA
KCND3|KCND3S|KCND3L|SCA19|SCA22|BRGDA9	KCND3|NA|NA|KCND3|KCND3|NA	KCND3	Brugada syndrome 9	Autosomal dominant	605411	616399	1	NA
SLC16A1|MCT1|HHF7|MCT1D	SLC16A1|SLC16A1|NA|NA	SLC16A1	Erythrocyte lactate transporter defect	Autosomal dominant	600682	245340	1	NA
SLC16A1|MCT1|HHF7|MCT1D	SLC16A1|SLC16A1|NA|NA	SLC16A1	Monocarboxylate transporter 1 deficiency	Autosomal dominant; Autosomal recessive	600682	616095	1	NA
SLC16A1|MCT1|HHF7|MCT1D	SLC16A1|SLC16A1|NA|NA	SLC16A1	Hyperinsulinemic hypoglycemia, familial, 7	Autosomal dominant	600682	610021	1	NA
LRIG2|LIG2|KIAA0806|UFS2	LRIG2|LIG3|LRIG2|NA	LRIG2,LIG3	Urofacial syndrome 2	Autosomal recessive	608869	615112	1	NA
PTPN22|PEP|PTPN8|LYP	PTPN22|PAEP|PTPN22|SH2D1A	PTPN22,SH2D1A,PAEP	Systemic lupus erythematosus susceptibility to	Autosomal dominant	600716	152700	1	NA
PTPN22|PEP|PTPN8|LYP	PTPN22|PAEP|PTPN22|SH2D1A	PTPN22,SH2D1A,PAEP	Rheumatoid arthritis, susceptibility to	None	600716	180300	1	NA
PTPN22|PEP|PTPN8|LYP	PTPN22|PAEP|PTPN22|SH2D1A	PTPN22,SH2D1A,PAEP	Diabetes, type 1, susceptibility to	Autosomal recessive	600716	222100	1	NA
AP4B1|SPG47|CPSQ5	AP4B1|AP4B1|NA	AP4B1	Spastic paraplegia 47, autosomal recessive	Autosomal recessive	607245	614066	1	NA
AMPD1|MMDD	AMPD1|NA	AMPD1	Myopathy due to myoadenylate deaminase deficiency	Autosomal recessive	102770	615511	1	NA
NRAS|ALPS4|NS6|CMNS|NCMS	NRAS|NA|NA|NA|NA	NRAS	Colorectal cancer, somatic	None	164790	114500	1	cen-CD2-NGFB-NRAS
NRAS|ALPS4|NS6|CMNS|NCMS	NRAS|NA|NA|NA|NA	NRAS	Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic	None	164790	163200	1	cen-CD2-NGFB-NRAS
NRAS|ALPS4|NS6|CMNS|NCMS	NRAS|NA|NA|NA|NA	NRAS	?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic	None	164790	614470	1	cen-CD2-NGFB-NRAS
NRAS|ALPS4|NS6|CMNS|NCMS	NRAS|NA|NA|NA|NA	NRAS	Noonan syndrome 6	Autosomal dominant	164790	613224	1	cen-CD2-NGFB-NRAS
NRAS|ALPS4|NS6|CMNS|NCMS	NRAS|NA|NA|NA|NA	NRAS	Neurocutaneous melanosis, somatic	None	164790	249400	1	cen-CD2-NGFB-NRAS
NRAS|ALPS4|NS6|CMNS|NCMS	NRAS|NA|NA|NA|NA	NRAS	Melanocytic nevus syndrome, congenital, somatic	None	164790	137550	1	cen-CD2-NGFB-NRAS
NRAS|ALPS4|NS6|CMNS|NCMS	NRAS|NA|NA|NA|NA	NRAS	Epidermal nevus, somatic	None	164790	162900	1	cen-CD2-NGFB-NRAS
NRAS|ALPS4|NS6|CMNS|NCMS	NRAS|NA|NA|NA|NA	NRAS	Thyroid carcinoma, follicular, somatic	None	164790	188470	1	cen-CD2-NGFB-NRAS
TSHB|CHNG4	TSHB|NA	TSHB	Hypothryoidism, congenital, nongoitrous 4	Autosomal recessive	188540	275100	1	centromeric to NGFB
NGF|NGFB|HSAN5	NGF|NGF|NA	NGF	Neuropathy, hereditary sensory and autonomic, type V	Autosomal recessive	162030	608654	1	same 310kb fragment as TSHB; order: cen-CD2-CD58-ATP1A1-NGF-TSHB-NRAS-tel
VANGL1|STBM2	VANGL1|NA	VANGL1	Neural tube defects, susceptibility to	Autosomal dominant	610132	182940	1	NA
VANGL1|STBM2	VANGL1|NA	VANGL1	Caudal regression syndrome	Autosomal dominant	610132	600145	1	NA
CASQ2	CASQ2	CASQ2	Ventricular tachycardia, catecholaminergic polymorphic, 2	Autosomal recessive	114251	611938	1	NA
IGSF3|LCDD	IGSF3|NA	IGSF3	?Lacrimal duct defect	Autosomal recessive	603491	149700	1	mutation identified in 1 LCDD family
TBX15	TBX15	TBX15	Cousin syndrome	Autosomal recessive	604127	260660	1	NA
HSD3B2	HSD3B2	HSD3B2	Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency	Autosomal recessive	613890	201810	1	NA
PHGDH|NLS1|PHGDHD	PHGDH|NA|NA	PHGDH	Phosphoglycerate dehydrogenase deficiency	Autosomal recessive	606879	601815	1	NA
PHGDH|NLS1|PHGDHD	PHGDH|NA|NA	PHGDH	Neu-Laxova syndrome 1	Autosomal recessive	606879	256520	1	NA
HMGCS2	HMGCS2	HMGCS2	HMG-CoA synthase-2 deficiency	None	600234	605911	1	NA
NOTCH2|AGS2|HJCYS	NOTCH2|RNASEH2B|NA	NOTCH2,RNASEH2B	Hajdu-Cheney syndrome	Autosomal dominant	600275	102500	1	NA
NOTCH2|AGS2|HJCYS	NOTCH2|RNASEH2B|NA	NOTCH2,RNASEH2B	Alagille syndrome 2	Autosomal dominant	600275	610205	1	NA
CORD8	CORD8	CORD8	Cone-rod dystrophy 8	Autosomal recessive	605549	605549	1	NA
DFNA49	DFNA49	DFNA49	Deafness, autosomal dominant 49	Autosomal dominant	608372	608372	1	max lod at D1S3784 and D1S3786
DFNA7	DFNA7	DFNA7	Deafness, autosomal dominant 7	Autosomal dominant	601412	601412	1	NA
PSORS4	PSORS4	PSORS4	Psoriasis susceptibility 4	None	603935	603935	1	NA
PEX11B|PEX14B	PEX11B|NA	PEX11B	Peroxisome biogenesis disorder 14B	None	603867	614920	1	NA
RBM8A|RBM8B|TAR|C1DELq21.1|DEL1q21.1	RBM8A|RBM8A,RBM8B|NA|NA|NA	RBM8A,RBM8B	Thrombocytopenia-absent radius syndrome	Autosomal recessive	605313	274000	1	pseudogene on chr.14
HJV|HFE2A	HFE2|HFE2	HFE2	Hemochromatosis, type 2A	None	608374	602390	1	between D1S442 and D1S2347
GJA5|CX40|ATFB11	GJA5|GJA5|NA	GJA5	Atrial standstill, digenic (GJA5/SCN5A)	Autosomal dominant	121013	108770	1	NA
GJA5|CX40|ATFB11	GJA5|GJA5|NA	GJA5	Atrial fibrillation, familial, 11	Autosomal dominant	121013	614049	1	NA
GJA8|CX50|CTRCT1|CZP1|CAE1	GJA8|GJA8|NA|GJA8|GJA8	GJA8	Cataract 1, multiple types	Autosomal dominant	600897	116200	1	NA
FCGR1A|IGFR1|CD64	FCGR1A|NA|FCGR1A	FCGR1A	IgG receptor I, phagocytic, familial deficiency of	None	146760	NA	1	NA
SF3B4|SF3B49|SAP49|AFD1	SF3B4|NA|SF3B4|AFD1	SF3B4,AFD1	Acrofacial dysostosis 1, Nager type	Autosomal dominant	605593	154400	1	NA
VPS45A|VPS45|SCN5	VPS45|VPS45|NA	VPS45	Neutropenia, severe congenital, 5, autosomal recessive	Autosomal recessive	610035	615285	1	NA
PRPF3|HPRP3|RP18	PRPF3|NA|PRPF3	PRPF3	Retinitis pigmentosa 18	Autosomal dominant	607301	601414	1	NA
TARS2|COXPD21	TARS2|NA	TARS2	?Combined oxidative phosphorylation deficiency 21	Autosomal recessive	612805	615918	1	mutation identified in one COXPD21 family
ECM1|URBWD	ECM1|NA	ECM1	Urbach-Wiethe disease	Autosomal recessive	602201	247100	1	NA
ADAMTSL4|TSRC1|ECTOL2	ADAMTSL4|ADAMTSL4|NA	ADAMTSL4	Ectopia lentis, isolated, autosomal recessive	Autosomal recessive	610113	225100	1	NA
ADAMTSL4|TSRC1|ECTOL2	ADAMTSL4|ADAMTSL4|NA	ADAMTSL4	Ectopia lentis et pupillae	Autosomal recessive	610113	225200	1	NA
CTSK	CTSK	CTSK	Pycnodysostosis	Autosomal recessive	601105	265800	1	NA
MLLT11|AF1Q	MLLT11|MLLT11	MLLT11	Leukemia, acute myelomonocytic, somatic	None	604684	607785	1	NA
ZNF687|KIAA1441|PDB6	ZNF687|ZNF687|PDB6	PDB6,ZNF687	Paget disease of bone 6	Autosomal dominant	610568	616833	1	fused with AML1 in t(1;21)
RFX5	RFX5	RFX5	Bare lymphocyte syndrome, type II, complementation group E	Autosomal recessive	601863	209920	1	NA
RFX5	RFX5	RFX5	Bare lymphocyte syndrome, type II, complementation group C	Autosomal recessive	601863	209920	1	NA
POGZ|KIAA0461|MRD37|WHSUS	POGZ|POGZ|NA|NA	POGZ	White-Sutton syndrome	Autosomal dominant	614787	616364	1	NA
RORC|RORG|RZRG|IMD42	RORC|RORC|RORC|NA	RORC	Immunodeficiency 42	Autosomal recessive	602943	616622	1	NA
FLG|ATOD2	FGFR1,FLG|NA	FLG,FGFR1	Dermatitis, atopic, susceptibility to, 2	None	135940	605803	1	NA
FLG|ATOD2	FGFR1,FLG|NA	FLG,FGFR1	Ichthyosis vulgaris	Autosomal dominant	135940	146700	1	NA
LOR	LOR	LOR	Vohwinkel syndrome with ichthyosis	Autosomal dominant	152445	604117	1	NA
GATAD2B|KIAA1150|p68|MRD18	GATAD2B|NA|DDX5|NA	GATAD2B,DDX5	Mental retardation, autosomal dominant 18	None	614998	615074	1	NA
TPM3|NEM1|CFTD|CAPM1	TPM3|TPM3|MPFD|NA	MPFD,TPM3	Nemaline myopathy 1, autosomal dominant or recessive	Autosomal dominant; Autosomal recessive	191030	609284	1	TRK = chimera of TPM3 and NTRK1; NEM1 to 1q21-q23 by Fd
TPM3|NEM1|CFTD|CAPM1	TPM3|TPM3|MPFD|NA	MPFD,TPM3	Myopathy, congenital, with fiber-type disproportion	Autosomal dominant; Autosomal recessive	191030	255310	1	TRK = chimera of TPM3 and NTRK1; NEM1 to 1q21-q23 by Fd
TPM3|NEM1|CFTD|CAPM1	TPM3|TPM3|MPFD|NA	MPFD,TPM3	CAP myopathy 1	Autosomal dominant; Autosomal recessive	191030	609284	1	TRK = chimera of TPM3 and NTRK1; NEM1 to 1q21-q23 by Fd
HAX1|SCN3	HAX1|NA	HAX1	Neutropenia, severe congenital 3, autosomal recessive	Autosomal recessive	605998	610738	1	NA
IL6R|IL6RQ|IL6Q	IL6R|NA|NA	IL6R	Interleukin-6 receptor, soluble, serum level of, QTL	None	147880	614689	1	IL6R-like gene on chr.9
IL6R|IL6RQ|IL6Q	IL6R|NA|NA	IL6R	Interleukin 6, serum level of, QTL	None	147880	614752	1	IL6R-like gene on chr.9
CHRNB2|EFNL3	CHRNB2|NA	CHRNB2	Epilepsy, nocturnal frontal lobe, 3	None	118507	605375	1	linked to AMY in mouse
ADAR|DRADA|DSH|DSRAD|IFI4|G1P1|AGS6	ADAR|NA|NA|NA|ADAR|ADAR|NA	ADAR	Dyschromatosis symmetrica hereditaria	Autosomal dominant	146920	127400	1	NA
ADAR|DRADA|DSH|DSRAD|IFI4|G1P1|AGS6	ADAR|NA|NA|NA|ADAR|ADAR|NA	ADAR	Aicardi-Goutieres syndrome 6	Autosomal recessive	146920	615010	1	NA
PMVK|PMK|POROK1	PMVK|PMVK|NA	PMVK	Porokeratosis 1, multiple types	Autosomal dominant	607622	175800	1	NA
DPM3|CDG1O	DPM3|NA	DPM3	Congenital disorder of glycosylation, type Io	None	605951	612937	1	NA
MUC1|PUM|MCKD1	MUC1|MUC1,MYOD1|MUC1	MUC1,MYOD1	Medullary cystic kidney disease 1	Autosomal dominant	158340	174000	1	5cM proximal to SPTA1
GBA	GBA	GBA	Gaucher disease, type I	Autosomal recessive	606463	230800	1	pseudogene GBAP ~16kb 3' to GBA
GBA	GBA	GBA	Parkinson disease, late-onset, susceptibility to	Multifactorial; Isolated cases	606463	168600	1	pseudogene GBAP ~16kb 3' to GBA
GBA	GBA	GBA	Gaucher disease, perinatal lethal	Autosomal recessive	606463	608013	1	pseudogene GBAP ~16kb 3' to GBA
GBA	GBA	GBA	Lewy body dementia, susceptibility to	Autosomal dominant	606463	127750	1	pseudogene GBAP ~16kb 3' to GBA
GBA	GBA	GBA	Gaucher disease, type IIIC	Autosomal recessive	606463	231005	1	pseudogene GBAP ~16kb 3' to GBA
GBA	GBA	GBA	Gaucher disease, type III	Autosomal recessive	606463	231000	1	pseudogene GBAP ~16kb 3' to GBA
GBA	GBA	GBA	Gaucher disease, type II	Autosomal recessive	606463	230900	1	pseudogene GBAP ~16kb 3' to GBA
PKLR|PK1	PKLR|PROK1	PKLR,PROK1	Adenosine triphosphate, elevated, of erythrocytes	Autosomal dominant	609712	102900	1	NA
PKLR|PK1	PKLR|PROK1	PKLR,PROK1	Pyruvate kinase deficiency	Autosomal recessive	609712	266200	1	NA
FDPS|FPS|POROK9	FDPS|FES|NA	FDPS,FES	Porokeratosis 9, multiple types	None	134629	616631	1	NA
RIT1|RIT|ROC1|NS8	RIT1|RIT1|RBX1,RIT1|NA	RBX1,RIT1	Noonan syndrome 8	Autosomal dominant	609591	615355	1	NA
LAMTOR2|MAPBPIP|p14	LAMTOR2|LAMTOR2|CDK2AP2,CDKN2A,LAMTOR2,SUB1	CDKN2A,CDK2AP2,LAMTOR2,SUB1	Immunodeficiency due to defect in MAPBP-interacting protein	Autosomal recessive	610389	610798	1	NA
LMNA|LMN1|EMD2|FPLD2|CMD1A|HGPS|LGMD1B	LMNA|LMNA|NA|NA|LMNA|LMNA,ROBO3,ZMPSTE24|LMNA	LMNA,ROBO3,ZMPSTE24	Hutchinson-Gilford progeria	Autosomal dominant; Autosomal recessive	150330	176670	1	NA
LMNA|LMN1|EMD2|FPLD2|CMD1A|HGPS|LGMD1B	LMNA|LMNA|NA|NA|LMNA|LMNA,ROBO3,ZMPSTE24|LMNA	LMNA,ROBO3,ZMPSTE24	Muscular dystrophy, limb-girdle, type 1B	Autosomal dominant	150330	159001	1	NA
LMNA|LMN1|EMD2|FPLD2|CMD1A|HGPS|LGMD1B	LMNA|LMNA|NA|NA|LMNA|LMNA,ROBO3,ZMPSTE24|LMNA	LMNA,ROBO3,ZMPSTE24	Heart-hand syndrome, Slovenian type	Autosomal dominant	150330	610140	1	NA
